Fecha,TC_Oficial_BCRP,RIN_Reservas
2017-11-14,3.24242857142857,63978.89173211
2017-11-15,3.25114285714286,63839.57232092
2017-11-16,3.25085714285714,63777.51512773
2017-11-17,3.24442857142857,63808.72107021
2017-11-20,3.24414285714286,63594.09662219
2017-11-21,3.23557142857143,63758.32335583
2017-11-22,3.24014285714286,63273.6858322
2017-11-23,3.23785714285714,63266.82215966
2017-11-24,3.23785714285714,63127.8370387
2017-11-27,3.23714285714286,63154.48903438
2017-11-28,3.236,63205.91025313
2017-11-29,3.23385714285714,63136.84302505
2017-11-30,3.234,62983.0050294
2017-12-01,3.23414285714286,63054.93823155
2017-12-04,3.23471428571429,63159.77758283
2017-12-05,3.23614285714286,63156.93618095
2017-12-06,3.23685714285714,63210.88069343
2017-12-07,3.23671428571429,63333.94623798
2017-12-11,3.23571428571429,63310.80714943
2017-12-12,3.23457142857143,63532.66905238
2017-12-13,3.233,63604.47893058
2017-12-14,3.24471428571429,63499.13883224
2017-12-15,3.26885714285714,63419.81196591
2017-12-18,3.29242857142857,63267.71974767
2017-12-19,3.27385714285714,63312.77474327
2017-12-20,3.27728571428571,63028.3383487
2017-12-21,3.27071428571429,63086.45633575
2017-12-22,3.24028571428571,63312.52771812
2017-12-26,3.23985714285714,63429.694136
2017-12-27,3.24185714285714,63732.82748378
2017-12-28,3.24271428571429,63973.51955191
2017-12-29,3.24057142857143,63621.04793122
2018-01-03,3.22814285714286,63861.62280719
2018-01-04,3.20942857142857,63864.63875591
2018-01-05,3.21257142857143,64026.5174535
2018-01-08,3.21714285714286,63821.22659658
2018-01-09,3.21957142857143,64163.40992551
2018-01-10,3.22028571428571,64217.90803158
2018-01-11,3.21942857142857,64158.23507012
2018-01-12,3.21657142857143,64202.9220158
2018-01-15,3.21171428571429,64211.25214357
2018-01-16,3.21157142857143,64198.39365569
2018-01-17,3.21157142857143,64279.04567602
2018-01-18,3.21285714285714,64248.18047864
2018-01-19,3.21642857142857,64216.37047136
2018-01-22,3.21442857142857,64071.56489373
2018-01-23,3.21871428571429,64191.29472732
2018-01-24,3.21328571428571,64170.98558359
2018-01-25,3.21,64053.78690333
2018-01-26,3.21457142857143,64096.61222027
2018-01-29,3.218,64493.17419443
2018-01-30,3.21671428571429,64376.89944671
2018-01-31,3.216,64289.57083315
2018-02-01,3.21257142857143,64190.53946055
2018-02-02,3.21814285714286,63932.31643105
2018-02-05,3.226,63647.74365531
2018-02-06,3.25057142857143,63386.73885829
2018-02-07,3.24857142857143,63108.007894
2018-02-08,3.25528571428571,63021.6106089
2018-02-09,3.27285714285714,62880.46274231
2018-02-12,3.26657142857143,62897.05166412
2018-02-13,3.271,62670.85026651
2018-02-14,3.26957142857143,62541.38726179
2018-02-15,3.24757142857143,62330.42689897
2018-02-16,3.24485714285714,62139.76468798
2018-02-19,3.25028571428571,62140.84708175
2018-02-20,3.25314285714286,62107.93420432
2018-02-21,3.24885714285714,61970.89745943
2018-02-22,3.25071428571429,61893.16347343
2018-02-23,3.249,61872.50206543
2018-02-26,3.25014285714286,61933.14546228
2018-02-27,3.25085714285714,61929.03587921
2018-02-28,3.26128571428571,61884.72253567
2018-03-01,3.26642857142857,61916.68458591
2018-03-02,3.25842857142857,61914.59755622
2018-03-05,3.25185714285714,61736.40544351
2018-03-06,3.25171428571429,61854.54650446
2018-03-07,3.25557142857143,61687.59863079
2018-03-08,3.25614285714286,61636.49036924
2018-03-09,3.26014285714286,61726.83043597
2018-03-12,3.259,61469.60548349
2018-03-13,3.261,61310.06474686
2018-03-14,3.26,61420.9259605
2018-03-15,3.262,61578.7862851
2018-03-16,3.269,61463.33133564
2018-03-19,3.27371428571429,61426.81012842
2018-03-20,3.268,61768.70078795
2018-03-21,3.26085714285714,61931.02812648
2018-03-22,3.24171428571429,62942.7196734
2018-03-23,3.23571428571429,62022.32223164
2018-03-26,3.21614285714286,62035.26118743
2018-03-27,3.22228571428571,62549.94152001
2018-03-28,3.22828571428571,62032.20922479
2018-04-02,3.22757142857143,62049.34109679
2018-04-03,3.227,61778.64011036
2018-04-04,3.22714285714286,61876.05260973
2018-04-05,3.22742857142857,61400.77920197
2018-04-06,3.234,61495.18490325
2018-04-09,3.23971428571429,61243.9676192
